Report Date,ZIP Code,Number of Cases,Number of Testing Encounters,Number of PCR Testing Encounters
08/23/2020,24280,8,,50
08/23/2020,24281,31,,261
08/23/2020,24282,6,,73
08/23/2020,24283,13,,190
08/23/2020,24290,14,,245
08/23/2020,24292,Suppressed*,,52
08/23/2020,24293,65,,1188
08/23/2020,24301,44,,1824
08/23/2020,24311,10,,139
08/23/2020,24312,12,,200
08/23/2020,24313,8,,95
08/23/2020,24314,16,,361
08/23/2020,24315,19,,1114
08/23/2020,24316,0,,Suppressed*
08/23/2020,24317,43,,477
08/23/2020,24318,Suppressed*,,70
08/23/2020,24319,55,,691
08/23/2020,24322,0,,23
08/23/2020,24323,Suppressed*,,62
08/23/2020,24324,7,,198
08/23/2020,24325,5,,64
08/23/2020,24326,9,,102
08/23/2020,24328,19,,200
08/23/2020,24330,68,,458
08/23/2020,24333,524,,2609
08/23/2020,24340,37,,414
08/23/2020,24343,149,,1040
08/23/2020,24347,6,,144
08/23/2020,24348,26,,1480
08/23/2020,24350,6,,110
08/23/2020,24351,Suppressed*,,54
08/23/2020,24352,6,,157
08/23/2020,24354,100,,1908
08/23/2020,24360,25,,606
08/23/2020,24361,28,,349
08/23/2020,24363,12,,93
08/23/2020,24366,Suppressed*,,132
08/23/2020,24368,20,,584
08/23/2020,24370,42,,488
08/23/2020,24374,Suppressed*,,87
08/23/2020,24375,7,,106
08/23/2020,24377,Suppressed*,,17
08/23/2020,24378,Suppressed*,,81
08/23/2020,24380,6,,188
08/23/2020,24381,44,,353
08/23/2020,24382,78,,1900
08/23/2020,24401,195,,5745
08/23/2020,24411,0,,5
08/23/2020,24412,0,,12
08/23/2020,24413,0,,18
08/23/2020,24415,0,,Suppressed*
08/23/2020,24416,72,,652
08/23/2020,24421,10,,369
08/23/2020,24422,21,,937
08/23/2020,24426,49,,1490
08/23/2020,24430,17,,257
08/23/2020,24431,22,,325
08/23/2020,24432,Suppressed*,,32
08/23/2020,24433,0,,5
08/23/2020,24435,6,,160
08/23/2020,24437,Suppressed*,,116
08/23/2020,24439,5,,106
08/23/2020,24440,14,,251
08/23/2020,24441,68,,870
08/23/2020,24442,0,,9
08/23/2020,24445,Suppressed*,,231
08/23/2020,24448,Suppressed*,,53
08/23/2020,24450,66,,1899
08/23/2020,24457,Suppressed*,,105
08/23/2020,24458,Suppressed*,,43
08/23/2020,24459,7,,69
08/23/2020,24460,0,,101
08/23/2020,24464,0,,12
08/23/2020,24465,5,,129
08/23/2020,24467,13,,206
08/23/2020,24471,14,,184
08/23/2020,24472,Suppressed*,,216
08/23/2020,24473,0,,69
08/23/2020,24474,Suppressed*,,51
08/23/2020,24476,Suppressed*,,42
08/23/2020,24477,83,,1252
08/23/2020,24479,Suppressed*,,154
08/23/2020,24482,22,,501
08/23/2020,24483,Suppressed*,,43
08/23/2020,24484,0,,54
08/23/2020,24485,Suppressed*,,46
08/23/2020,24486,38,,431
08/23/2020,24487,0,,19
08/23/2020,24501,217,,4649
08/23/2020,24502,405,,6619
08/23/2020,24503,143,,3615
08/23/2020,24504,78,,1505
08/23/2020,24517,46,,1123
08/23/2020,24520,13,,255
08/23/2020,24521,91,,1562
08/23/2020,24522,91,,1524
08/23/2020,24523,118,,4036
08/23/2020,24526,10,,204
08/23/2020,24527,34,,412
08/23/2020,24528,12,,404
08/23/2020,24529,8,,182
08/23/2020,24530,12,,136
08/23/2020,24531,170,,2199
08/23/2020,24534,14,,197
08/23/2020,24536,0,,30
08/23/2020,24538,42,,638
08/23/2020,24539,0,,24
08/23/2020,24540,382,,4597
08/23/2020,24541,276,,3825
08/23/2020,24549,34,,494
08/23/2020,24550,70,,1066
08/23/2020,24551,187,,3430
08/23/2020,24553,27,,292
08/23/2020,24554,32,,549
08/23/2020,24555,12,,149
08/23/2020,24556,20,,478
08/23/2020,24557,93,,1105
08/23/2020,24558,38,,822
08/23/2020,24562,Suppressed*,,72
08/23/2020,24563,34,,818
08/23/2020,24565,10,,151
08/23/2020,24566,18,,164
08/23/2020,24569,13,,124
08/23/2020,24570,0,,Suppressed*
08/23/2020,24571,5,,236
08/23/2020,24572,142,,2323
08/23/2020,24574,18,,434
08/23/2020,24577,31,,641
08/23/2020,24578,7,,56
08/23/2020,24579,12,,76
08/23/2020,24580,7,,70
08/23/2020,24581,Suppressed*,,5
08/23/2020,24586,41,,623
08/23/2020,24588,62,,1366
08/23/2020,24589,5,,267
08/23/2020,24590,54,,1139
08/23/2020,24592,72,,1921
08/23/2020,24593,17,,276
08/23/2020,24594,Suppressed*,,173
08/23/2020,24595,0,,27
08/23/2020,24597,Suppressed*,,138
08/23/2020,24598,9,,204
08/23/2020,24599,Suppressed*,,93
08/23/2020,24601,0,,9
08/23/2020,24602,Suppressed*,,45
08/23/2020,24603,13,,81
08/23/2020,24604,Suppressed*,,5
08/23/2020,24605,56,,1453
08/23/2020,24606,Suppressed*,,24
08/23/2020,24607,0,,8
08/23/2020,24609,18,,410
08/23/2020,24612,0,,18
08/23/2020,24613,Suppressed*,,105
08/23/2020,24614,28,,810
08/23/2020,24620,7,,105
08/23/2020,24622,7,,83
08/23/2020,24628,0,,23
08/23/2020,24630,11,,507
08/23/2020,24631,14,,1001
08/23/2020,24634,Suppressed*,,35
08/23/2020,24635,0,,64
08/23/2020,24637,20,,236
08/23/2020,24639,21,,235
08/23/2020,24641,24,,418
08/23/2020,24646,0,,36
08/23/2020,24649,9,,120
08/23/2020,24651,21,,1100
08/23/2020,24656,11,,205
08/23/2020,24657,5,,18
08/23/2020,Not Reported,1833,,7740
08/23/2020,Out-of-State,0,,46546
08/24/2020,20105,189,,3636
08/24/2020,20106,62,,494
08/24/2020,20109,1470,,7814
08/24/2020,20110,1891,,10293
08/24/2020,20111,1238,,6698
08/24/2020,20112,346,,4048
08/24/2020,20115,57,,746
08/24/2020,20117,16,,364
08/24/2020,20118,6,,233
08/24/2020,20119,36,,487
08/24/2020,20120,482,,5373
08/24/2020,20121,334,,3534
08/24/2020,20124,100,,1946
08/24/2020,20129,11,,122
08/24/2020,20130,0,,46
08/24/2020,20132,113,,2480
08/24/2020,20135,17,,389
08/24/2020,20136,322,,3551
08/24/2020,20137,27,,250
08/24/2020,20139,Suppressed*,,27
08/24/2020,20141,44,,1002
08/24/2020,20143,7,,145
08/24/2020,20144,Suppressed*,,90
08/24/2020,20147,696,,10333
08/24/2020,20148,375,,6353
08/24/2020,20151,349,,3422
08/24/2020,20152,306,,4125
08/24/2020,20155,405,,5273
08/24/2020,20158,36,,643
08/24/2020,20164,1563,,8386
08/24/2020,20165,480,,6632
08/24/2020,20166,277,,2265
08/24/2020,20169,175,,3058
08/24/2020,20170,1279,,7445
08/24/2020,20171,409,,5567
08/24/2020,20175,378,,5346
08/24/2020,20176,1062,,9676
08/24/2020,20180,47,,1084
08/24/2020,20181,70,,1206
08/24/2020,20184,Suppressed*,,119
08/24/2020,20186,193,,2624
08/24/2020,20187,150,,2016
08/24/2020,20190,261,,3775
08/24/2020,20191,389,,4330
08/24/2020,20194,53,,1569
08/24/2020,20197,16,,390
08/24/2020,20198,9,,226
08/24/2020,22003,1539,,10324
08/24/2020,22015,515,,5973
08/24/2020,22025,192,,2732
08/24/2020,22026,384,,3496
08/24/2020,22027,70,,396
08/24/2020,22030,621,,8328
08/24/2020,22031,548,,5997
08/24/2020,22032,211,,3833
08/24/2020,22033,413,,5338
08/24/2020,22035,Suppressed*,,47
08/24/2020,22039,126,,2445
08/24/2020,22041,904,,5438
08/24/2020,22042,990,,6592
08/24/2020,22043,326,,3116
08/24/2020,22044,304,,2267
08/24/2020,22046,251,,3116
08/24/2020,22060,52,,801
08/24/2020,22066,119,,2237
08/24/2020,22079,496,,4663
08/24/2020,22101,193,,4767
08/24/2020,22102,175,,3447
08/24/2020,22124,86,,2354
08/24/2020,22125,7,,131
08/24/2020,22134,69,,440
08/24/2020,22150,924,,7049
08/24/2020,22151,343,,2771
08/24/2020,22152,285,,3864
08/24/2020,22153,281,,4050
08/24/2020,22172,231,,1796
08/24/2020,22180,278,,3583
08/24/2020,22181,101,,1914
08/24/2020,22182,179,,3455
08/24/2020,22185,0,,Suppressed*
08/24/2020,22191,2372,,16497
08/24/2020,22192,1087,,10832
08/24/2020,22193,2143,,14878
08/24/2020,22201,310,,5733
08/24/2020,22202,274,,4304
08/24/2020,22203,411,,4229
08/24/2020,22204,1370,,10375
08/24/2020,22205,203,,3223
08/24/2020,22206,267,,3546
08/24/2020,22207,389,,6626
08/24/2020,22209,130,,2335
08/24/2020,22211,Suppressed*,,34
08/24/2020,22213,24,,479
08/24/2020,22214,0,,Suppressed*
08/24/2020,22301,115,,2257
08/24/2020,22302,333,,4270
08/24/2020,22303,269,,2371
08/24/2020,22304,1002,,8843
08/24/2020,22305,710,,3905
08/24/2020,22306,1181,,6297
08/24/2020,22307,106,,1737
08/24/2020,22308,102,,1638
08/24/2020,22309,905,,5458
08/24/2020,22310,397,,4000
08/24/2020,22311,605,,4426
08/24/2020,22312,834,,5263
08/24/2020,22314,313,,5470
08/24/2020,22315,222,,3686
08/24/2020,22401,436,,4723
08/24/2020,22405,267,,4207
08/24/2020,22406,237,,4036
08/24/2020,22407,979,,9614
08/24/2020,22408,392,,4109
08/24/2020,22427,39,,1034
08/24/2020,22432,5,,117
08/24/2020,22433,Suppressed*,,18
08/24/2020,22435,22,,430
08/24/2020,22436,Suppressed*,,108
08/24/2020,22437,Suppressed*,,124
08/24/2020,22438,10,,94
08/24/2020,22443,57,,1128
08/24/2020,22448,8,,112
08/24/2020,22454,11,,247
08/24/2020,22460,12,,294
08/24/2020,22469,45,,394
08/24/2020,22473,34,,883
08/24/2020,22476,Suppressed*,,44
08/24/2020,22480,Suppressed*,,413
08/24/2020,22482,16,,650
08/24/2020,22485,181,,3153
08/24/2020,22488,58,,313
08/24/2020,22503,25,,678
08/24/2020,22504,0,,41
08/24/2020,22508,97,,1922
08/24/2020,22509,Suppressed*,,12
08/24/2020,22511,11,,229
08/24/2020,22514,21,,318
08/24/2020,22520,58,,1035
08/24/2020,22529,Suppressed*,,35
08/24/2020,22530,0,,8
08/24/2020,22534,8,,302
08/24/2020,22535,Suppressed*,,76
08/24/2020,22538,Suppressed*,,32
08/24/2020,22539,12,,363
08/24/2020,22542,12,,265
08/24/2020,22546,133,,2075
08/24/2020,22548,0,,12
08/24/2020,22551,170,,2480
08/24/2020,22553,141,,2072
08/24/2020,22554,728,,8075
08/24/2020,22556,348,,3651
08/24/2020,22560,77,,1762
08/24/2020,22567,8,,404
08/24/2020,22572,305,,1643
08/24/2020,22576,12,,230
08/24/2020,22578,8,,345
08/24/2020,22579,Suppressed*,,46
08/24/2020,22580,45,,641
08/24/2020,22601,436,,18085
08/24/2020,22602,257,,2975
08/24/2020,22603,195,,2387
08/24/2020,22610,14,,137
08/24/2020,22611,41,,1027
08/24/2020,22620,17,,254
08/24/2020,22623,Suppressed*,,31
08/24/2020,22624,13,,209
08/24/2020,22625,16,,330
08/24/2020,22627,5,,79
08/24/2020,22630,340,,3810
08/24/2020,22637,12,,174
08/24/2020,22639,Suppressed*,,52
08/24/2020,22640,Suppressed*,,33
08/24/2020,22641,0,,20
08/24/2020,22642,28,,359
08/24/2020,22643,0,,28
08/24/2020,22644,57,,196
08/24/2020,22645,37,,354
08/24/2020,22646,0,,42
08/24/2020,22650,5,,55
08/24/2020,22652,10,,109
08/24/2020,22654,Suppressed*,,59
08/24/2020,22655,153,,1759
08/24/2020,22656,32,,464
08/24/2020,22657,92,,1029
08/24/2020,22660,17,,129
08/24/2020,22663,15,,126
08/24/2020,22664,218,,1696
08/24/2020,22701,899,,5829
08/24/2020,22709,10,,268
08/24/2020,22711,0,,11
08/24/2020,22712,141,,1307
08/24/2020,22713,8,,137
08/24/2020,22714,18,,116
08/24/2020,22715,Suppressed*,,132
08/24/2020,22716,6,,87
08/24/2020,22718,8,,77
08/24/2020,22719,0,,26
08/24/2020,22720,7,,102
08/24/2020,22722,0,,15
08/24/2020,22723,Suppressed*,,25
08/24/2020,22724,25,,245
08/24/2020,22726,27,,145
08/24/2020,22727,38,,779
08/24/2020,22728,27,,332
08/24/2020,22729,Suppressed*,,909
08/24/2020,23004,13,,159
08/24/2020,22730,Suppressed*,,16
08/24/2020,22731,8,,49
08/24/2020,22732,Suppressed*,,32
08/24/2020,22733,21,,158
08/24/2020,22734,41,,435
08/24/2020,22735,9,,239
08/24/2020,22736,6,,59
08/24/2020,22737,24,,304
08/24/2020,22738,9,,130
08/24/2020,22740,10,,140
08/24/2020,22741,Suppressed*,,23
08/24/2020,22742,22,,227
08/24/2020,22743,Suppressed*,,9
08/24/2020,22747,Suppressed*,,121
08/24/2020,22749,0,,29
08/24/2020,22801,832,,6075
08/24/2020,22802,623,,4523
08/24/2020,22807,5,,25
08/24/2020,22810,Suppressed*,,105
08/24/2020,22811,Suppressed*,,62
08/24/2020,22812,82,,1624
08/24/2020,22815,118,,1222
08/24/2020,22820,0,,25
08/24/2020,22821,53,,675
08/24/2020,22824,104,,548
08/24/2020,22827,120,,1465
08/24/2020,22830,20,,227
08/24/2020,22831,8,,112
08/24/2020,22832,10,,134
08/24/2020,22834,7,,157
08/24/2020,22835,181,,1258
08/24/2020,22840,34,,649
08/24/2020,22841,26,,368
08/24/2020,22842,93,,566
08/24/2020,22843,8,,256
08/24/2020,22844,144,,811
08/24/2020,22845,0,,12
08/24/2020,22846,21,,297
08/24/2020,22847,9,,102
08/24/2020,22849,73,,635
08/24/2020,22850,10,,118
08/24/2020,22851,98,,593
08/24/2020,22853,88,,671
08/24/2020,22901,424,,7740
08/24/2020,22902,350,,4997
08/24/2020,22903,425,,7551
08/24/2020,22904,Suppressed*,,198
08/24/2020,22911,171,,4056
08/24/2020,22920,20,,511
08/24/2020,22922,15,,302
08/24/2020,22923,49,,803
08/24/2020,22931,0,,43
08/24/2020,22932,38,,1385
08/24/2020,22935,5,,152
08/24/2020,22936,36,,891
08/24/2020,22937,11,,203
08/24/2020,22938,5,,177
08/24/2020,22939,22,,1137
08/24/2020,22940,7,,181
08/24/2020,22942,51,,1409
08/24/2020,22943,Suppressed*,,79
08/24/2020,22946,Suppressed*,,45
08/24/2020,22947,27,,783
08/24/2020,22948,Suppressed*,,24
08/24/2020,22949,Suppressed*,,223
08/24/2020,22952,9,,261
08/24/2020,22958,13,,240
08/24/2020,22959,9,,295
08/24/2020,22960,75,,2142
08/24/2020,22963,94,,2235
08/24/2020,22964,Suppressed*,,33
08/24/2020,22967,11,,280
08/24/2020,22968,108,,1668
08/24/2020,22969,5,,210
08/24/2020,22971,6,,202
08/24/2020,22972,Suppressed*,,69
08/24/2020,22973,47,,1201
08/24/2020,22974,42,,694
08/24/2020,22976,Suppressed*,,40
08/24/2020,22980,220,,4411
08/24/2020,22989,0,,19
08/24/2020,23002,72,,1721
08/24/2020,23005,114,,2678
08/24/2020,23009,47,,936
08/24/2020,23011,15,,1163
08/24/2020,23015,23,,514
08/24/2020,23021,0,,18
08/24/2020,23022,16,,171
08/24/2020,23023,Suppressed*,,53
08/24/2020,23024,56,,1123
08/24/2020,23025,0,,47
08/24/2020,23027,18,,189
08/24/2020,23030,49,,839
08/24/2020,23032,Suppressed*,,53
08/24/2020,23035,Suppressed*,,155
08/24/2020,23038,16,,232
08/24/2020,23039,8,,150
08/24/2020,23040,56,,647
08/24/2020,23043,5,,204
08/24/2020,23045,Suppressed*,,8
08/24/2020,23047,17,,290
08/24/2020,23050,5,,97
08/24/2020,23055,43,,197
08/24/2020,23056,Suppressed*,,29
08/24/2020,23059,226,,4545
08/24/2020,23060,326,,5831
08/24/2020,23061,111,,2955
08/24/2020,23062,11,,328
08/24/2020,23063,74,,939
08/24/2020,23064,Suppressed*,,12
08/24/2020,23065,5,,224
08/24/2020,23066,Suppressed*,,100
08/24/2020,23068,0,,31
08/24/2020,23069,17,,461
08/24/2020,23070,Suppressed*,,58
08/24/2020,23071,11,,231
08/24/2020,23072,59,,1548
08/24/2020,23075,190,,1923
08/24/2020,23076,Suppressed*,,68
08/24/2020,23079,Suppressed*,,46
08/24/2020,23083,19,,298
08/24/2020,23084,11,,268
08/24/2020,23085,Suppressed*,,41
08/24/2020,23086,28,,433
08/24/2020,23089,23,,740
08/24/2020,23091,0,,42
08/24/2020,23092,6,,182
08/24/2020,23093,92,,2185
08/24/2020,23102,17,,418
08/24/2020,23103,40,,878
08/24/2020,23106,Suppressed*,,135
08/24/2020,23108,0,,17
08/24/2020,23109,Suppressed*,,255
08/24/2020,23110,Suppressed*,,77
08/24/2020,23111,242,,5630
08/24/2020,23112,383,,8112
08/24/2020,23113,229,,4418
08/24/2020,23114,148,,2898
08/24/2020,23115,15,,64
08/24/2020,23116,261,,4958
08/24/2020,23117,53,,1390
08/24/2020,23119,Suppressed*,,49
08/24/2020,23120,104,,1687
08/24/2020,23123,23,,359
08/24/2020,23124,28,,650
08/24/2020,23125,Suppressed*,,14
08/24/2020,23126,6,,65
08/24/2020,23128,Suppressed*,,130
08/24/2020,23129,Suppressed*,,61
08/24/2020,23130,Suppressed*,,20
08/24/2020,23138,0,,84
08/24/2020,23139,146,,3010
08/24/2020,23140,53,,934
08/24/2020,23141,52,,1004
08/24/2020,23146,13,,375
08/24/2020,23148,6,,248
08/24/2020,23149,13,,601
08/24/2020,23150,150,,1975
08/24/2020,23153,6,,167
08/24/2020,23156,14,,200
08/24/2020,23160,16,,156
08/24/2020,23161,0,,20
08/24/2020,23163,Suppressed*,,27
08/24/2020,23168,52,,1230
08/24/2020,23169,Suppressed*,,161
08/24/2020,23173,9,,2159
08/24/2020,23175,8,,281
08/24/2020,23176,Suppressed*,,99
08/24/2020,23177,Suppressed*,,98
08/24/2020,23180,0,,51
08/24/2020,23181,22,,850
08/24/2020,23185,512,,8077
08/24/2020,23187,Suppressed*,,57
08/24/2020,23188,403,,7447
08/24/2020,23192,27,,850
08/24/2020,23219,46,,1543
08/24/2020,23220,323,,7010
08/24/2020,23221,97,,3013
08/24/2020,23222,270,,5105
08/24/2020,23223,743,,11923
08/24/2020,23224,1272,,10431
08/24/2020,23225,766,,10174
08/24/2020,23226,308,,5016
08/24/2020,23227,343,,8097
08/24/2020,23228,584,,7691
08/24/2020,23229,425,,6507
08/24/2020,23230,120,,3981
08/24/2020,23231,408,,6636
08/24/2020,23233,273,,5335
08/24/2020,23234,1567,,9461
08/24/2020,23235,420,,6278
08/24/2020,23236,321,,4637
08/24/2020,23237,553,,4602
08/24/2020,23238,381,,5755
08/24/2020,23250,0,,6
08/24/2020,23294,249,,2956
08/24/2020,23301,102,,412
08/24/2020,23302,Suppressed*,,25
08/24/2020,23303,25,,236
08/24/2020,23304,Suppressed*,,23
08/24/2020,23306,28,,251
08/24/2020,23307,20,,119
08/24/2020,23308,57,,339
08/24/2020,23310,43,,602
08/24/2020,23313,Suppressed*,,17
08/24/2020,23314,77,,1268
08/24/2020,23315,14,,224
08/24/2020,23316,14,,171
08/24/2020,23320,978,,16844
08/24/2020,23321,502,,5680
08/24/2020,23322,608,,9189
08/24/2020,23323,662,,5968
08/24/2020,23324,567,,3789
08/24/2020,23325,239,,2721
08/24/2020,23336,15,,419
08/24/2020,23337,0,,44
08/24/2020,23347,24,,158
08/24/2020,23350,83,,616
08/24/2020,23354,15,,79
08/24/2020,23356,7,,217
08/24/2020,23357,45,,156
08/24/2020,23358,0,,17
08/24/2020,23359,16,,93
08/24/2020,23389,Suppressed*,,19
08/24/2020,23395,22,,168
08/24/2020,23398,5,,37
08/24/2020,23401,6,,64
08/24/2020,23405,11,,160
08/24/2020,23407,66,,211
08/24/2020,23408,Suppressed*,,18
08/24/2020,23409,Suppressed*,,16
08/24/2020,23410,77,,1450
08/24/2020,23413,84,,441
08/24/2020,23414,37,,123
08/24/2020,23415,46,,405
08/24/2020,23416,12,,130
08/24/2020,23417,94,,658
08/24/2020,23418,70,,318
08/24/2020,23420,97,,518
08/24/2020,23421,197,,1387
08/24/2020,23422,10,,73
08/24/2020,23423,Suppressed*,,37
08/24/2020,23426,6,,21
08/24/2020,23427,Suppressed*,,32
08/24/2020,23430,217,,2951
08/24/2020,23432,31,,229
08/24/2020,23433,5,,165
08/24/2020,23434,967,,11329
08/24/2020,23435,460,,5416
08/24/2020,23436,7,,145
08/24/2020,23437,48,,651
08/24/2020,23438,18,,302
08/24/2020,23440,0,,25
08/24/2020,23441,41,,122
08/24/2020,23442,29,,279
08/24/2020,23451,616,,8124
08/24/2020,23452,747,,10257
08/24/2020,23453,423,,5564
08/24/2020,23454,722,,11130
08/24/2020,23455,452,,7965
08/24/2020,23456,588,,10016
08/24/2020,23457,23,,556
08/24/2020,23459,35,,356
08/24/2020,23460,22,,146
08/24/2020,23461,13,,223
08/24/2020,23462,1030,,12307
08/24/2020,23464,873,,13686
08/24/2020,23480,Suppressed*,,64
08/24/2020,23486,Suppressed*,,25
08/24/2020,23487,132,,1179
08/24/2020,23488,8,,59
08/24/2020,23502,426,,5477
08/24/2020,23503,417,,4701
08/24/2020,23504,577,,5039
08/24/2020,23505,379,,5574
08/24/2020,23507,88,,4829
08/24/2020,23508,217,,2925
08/24/2020,23509,283,,3546
08/24/2020,23510,153,,2327
08/24/2020,23511,72,,1080
08/24/2020,23513,598,,5632
08/24/2020,23517,71,,1007
08/24/2020,23518,353,,4936
08/24/2020,23523,191,,1557
08/24/2020,23551,5,,30
08/24/2020,23601,263,,9974
08/24/2020,23602,467,,6241
08/24/2020,23603,39,,433
08/24/2020,23604,45,,176
08/24/2020,23605,199,,2070
08/24/2020,23606,321,,3907
08/24/2020,23607,288,,3448
08/24/2020,23608,514,,5993
08/24/2020,23651,Suppressed*,,65
08/24/2020,23661,160,,2376
08/24/2020,23662,57,,1450
08/24/2020,23663,112,,1725
08/24/2020,23664,68,,1226
08/24/2020,23665,31,,269
08/24/2020,23666,641,,7951
08/24/2020,23669,418,,6108
08/24/2020,23690,27,,451
08/24/2020,23691,0,,88
08/24/2020,23692,112,,2222
08/24/2020,23693,140,,2300
08/24/2020,23696,12,,372
08/24/2020,23701,526,,5107
08/24/2020,23702,234,,1985
08/24/2020,23703,471,,5976
08/24/2020,23704,519,,4506
08/24/2020,23707,285,,2840
08/24/2020,23708,33,,862
08/24/2020,23709,Suppressed*,,178
08/24/2020,23801,139,,616
08/24/2020,23803,517,,6604
08/24/2020,23805,323,,5595
08/24/2020,23806,Suppressed*,,174
08/24/2020,23821,15,,379
08/24/2020,23824,44,,1397
08/24/2020,23827,22,,232
08/24/2020,23828,12,,72
08/24/2020,23829,96,,957
08/24/2020,23830,14,,239
08/24/2020,23831,394,,5665
08/24/2020,23832,591,,7371
08/24/2020,23833,14,,284
08/24/2020,23834,291,,4511
08/24/2020,23836,156,,1946
08/24/2020,23837,96,,783
08/24/2020,23838,117,,2168
08/24/2020,23839,13,,153
08/24/2020,23840,15,,260
08/24/2020,23841,43,,607
08/24/2020,23842,44,,895
08/24/2020,23843,Suppressed*,,94
08/24/2020,23844,6,,112
08/24/2020,23845,Suppressed*,,67
08/24/2020,23846,Suppressed*,,126
08/24/2020,23847,725,,2734
08/24/2020,23850,7,,152
08/24/2020,23851,268,,4191
08/24/2020,23856,11,,158
08/24/2020,23857,11,,107
08/24/2020,23860,462,,6388
08/24/2020,23866,49,,432
08/24/2020,23867,88,,402
08/24/2020,23868,172,,2812
08/24/2020,23872,17,,296
08/24/2020,23874,18,,219
08/24/2020,23875,114,,1726
08/24/2020,23876,Suppressed*,,42
08/24/2020,23878,14,,193
08/24/2020,23879,14,,90
08/24/2020,23881,18,,264
08/24/2020,23882,24,,283
08/24/2020,23883,21,,326
08/24/2020,23884,Suppressed*,,47
08/24/2020,23885,19,,347
08/24/2020,23887,8,,69
08/24/2020,23888,67,,412
08/24/2020,23889,13,,123
08/24/2020,23890,141,,678
08/24/2020,23891,68,,1713
08/24/2020,23893,Suppressed*,,74
08/24/2020,23894,Suppressed*,,90
08/24/2020,23897,7,,75
08/24/2020,23898,30,,344
08/24/2020,23899,Suppressed*,,40
08/24/2020,23901,390,,2744
08/24/2020,23909,0,,7
08/24/2020,23915,127,,688
08/24/2020,23917,18,,506
08/24/2020,23919,9,,462
08/24/2020,23920,23,,577
08/24/2020,23921,27,,353
08/24/2020,23922,96,,2881
08/24/2020,23923,13,,322
08/24/2020,23924,108,,1307
08/24/2020,23927,82,,754
08/24/2020,23930,49,,962
08/24/2020,23934,7,,102
08/24/2020,23936,533,,2606
08/24/2020,23937,15,,309
08/24/2020,23938,Suppressed*,,88
08/24/2020,23942,22,,194
08/24/2020,23943,0,,9
08/24/2020,23944,27,,850
08/24/2020,23947,17,,635
08/24/2020,23950,36,,622
08/24/2020,23952,Suppressed*,,45
08/24/2020,23954,Suppressed*,,322
08/24/2020,23958,31,,482
08/24/2020,23959,Suppressed*,,132
08/24/2020,23960,37,,332
08/24/2020,23962,Suppressed*,,111
08/24/2020,23963,0,,47
08/24/2020,23964,Suppressed*,,157
08/24/2020,23966,22,,397
08/24/2020,23967,Suppressed*,,139
08/24/2020,23968,Suppressed*,,125
08/24/2020,23970,78,,1851
08/24/2020,23974,36,,1827
08/24/2020,23976,Suppressed*,,48
08/24/2020,24011,Suppressed*,,36457
08/24/2020,24012,422,,3304
08/24/2020,24013,51,,631
08/24/2020,24014,150,,1585
08/24/2020,24015,123,,1503
08/24/2020,24016,92,,1731
08/24/2020,24017,210,,3483
08/24/2020,24018,183,,3019
08/24/2020,24019,213,,2733
08/24/2020,24020,0,,Suppressed*
08/24/2020,24053,16,,208
08/24/2020,24054,100,,740
08/24/2020,24055,181,,1432
08/24/2020,24058,0,,28
08/24/2020,24059,0,,53
08/24/2020,24060,190,,10636
08/24/2020,24064,18,,332
08/24/2020,24065,14,,296
08/24/2020,24066,18,,260
08/24/2020,24067,Suppressed*,,105
08/24/2020,24069,17,,214
08/24/2020,24070,6,,137
08/24/2020,24072,7,,79
08/24/2020,24073,140,,5563
08/24/2020,24076,Suppressed*,,95
08/24/2020,24077,6,,79
08/24/2020,24078,125,,929
08/24/2020,24079,Suppressed*,,95
08/24/2020,24082,Suppressed*,,34
08/24/2020,24083,67,,659
08/24/2020,24084,46,,1266
08/24/2020,24085,15,,173
08/24/2020,24086,0,,10
08/24/2020,24087,22,,333
08/24/2020,24088,14,,178
08/24/2020,24089,25,,250
08/24/2020,24090,28,,352
08/24/2020,24091,94,,874
08/24/2020,24092,6,,139
08/24/2020,24093,0,,17
08/24/2020,24095,21,,235
08/24/2020,24101,21,,313
08/24/2020,24102,5,,81
08/24/2020,24104,28,,424
08/24/2020,24105,7,,30
08/24/2020,24112,523,,5322
08/24/2020,24120,12,,144
08/24/2020,24121,37,,874
08/24/2020,24122,12,,123
08/24/2020,24124,7,,349
08/24/2020,24127,21,,413
08/24/2020,24128,8,,137
08/24/2020,24130,0,,Suppressed*
08/24/2020,24131,0,,12
08/24/2020,24132,0,,28
08/24/2020,24133,27,,229
08/24/2020,24134,10,,717
08/24/2020,24136,Suppressed*,,261
08/24/2020,24137,25,,163
08/24/2020,24138,Suppressed*,,116
08/24/2020,24139,12,,114
08/24/2020,24141,183,,2550
08/24/2020,24142,Suppressed*,,132
08/24/2020,24147,Suppressed*,,77
08/24/2020,24148,76,,753
08/24/2020,24149,15,,291
08/24/2020,24150,Suppressed*,,38
08/24/2020,24151,87,,1635
08/24/2020,24153,269,,8586
08/24/2020,24161,Suppressed*,,47
08/24/2020,24162,9,,195
08/24/2020,24165,16,,158
08/24/2020,24167,Suppressed*,,27
08/24/2020,24168,9,,87
08/24/2020,24171,136,,841
08/24/2020,24174,6,,246
08/24/2020,24175,45,,520
08/24/2020,24176,7,,84
08/24/2020,24179,122,,1469
08/24/2020,24184,17,,211
08/24/2020,24185,Suppressed*,,72
