Report Date,ZIP Code,Number of Cases,Number of Testing Encounters,Number of PCR Testing Encounters
08/16/2020,24502,357,,6086
08/16/2020,24503,135,,3399
08/16/2020,24504,66,,1399
08/16/2020,24517,37,,1058
08/16/2020,24520,11,,232
08/16/2020,24521,77,,1432
08/16/2020,24522,67,,1361
08/16/2020,24523,101,,3745
08/16/2020,24526,9,,195
08/16/2020,24527,30,,375
08/16/2020,24528,11,,370
08/16/2020,24529,8,,171
08/16/2020,24530,11,,127
08/16/2020,24531,154,,2109
08/16/2020,24534,13,,187
08/16/2020,24536,0,,25
08/16/2020,24538,34,,585
08/16/2020,24539,0,,22
08/16/2020,24540,329,,4202
08/16/2020,24541,235,,3512
08/16/2020,24549,33,,451
08/16/2020,24550,61,,981
08/16/2020,24551,164,,3162
08/16/2020,24553,18,,246
08/16/2020,24554,30,,499
08/16/2020,24555,12,,148
08/16/2020,24556,13,,440
08/16/2020,24557,83,,1021
08/16/2020,24558,35,,768
08/16/2020,24562,Suppressed*,,65
08/16/2020,24563,29,,774
08/16/2020,24565,8,,138
08/16/2020,24566,17,,150
08/16/2020,24569,11,,113
08/16/2020,24570,0,,Suppressed*
08/16/2020,24571,Suppressed*,,218
08/16/2020,24572,117,,2137
08/16/2020,24574,18,,403
08/16/2020,24577,30,,589
08/16/2020,24578,7,,55
08/16/2020,24579,12,,75
08/16/2020,24580,7,,66
08/16/2020,24581,0,,Suppressed*
08/16/2020,24586,34,,574
08/16/2020,24588,46,,1253
08/16/2020,24589,5,,252
08/16/2020,24590,49,,1047
08/16/2020,24592,63,,1797
08/16/2020,24593,15,,249
08/16/2020,24594,Suppressed*,,155
08/16/2020,24595,0,,25
08/16/2020,24597,Suppressed*,,136
08/16/2020,24598,9,,190
08/16/2020,24599,Suppressed*,,88
08/16/2020,24601,0,,8
08/16/2020,24602,Suppressed*,,44
08/16/2020,24603,13,,77
08/16/2020,24604,Suppressed*,,5
08/16/2020,24605,28,,1361
08/16/2020,24606,Suppressed*,,23
08/16/2020,24607,0,,8
08/16/2020,24609,16,,390
08/16/2020,24612,0,,17
08/16/2020,24613,Suppressed*,,102
08/16/2020,24614,28,,802
08/16/2020,24620,6,,101
08/16/2020,24622,7,,79
08/16/2020,24628,0,,23
08/16/2020,24630,9,,491
08/16/2020,24631,9,,998
08/16/2020,24634,Suppressed*,,35
08/16/2020,24635,0,,59
08/16/2020,24637,18,,226
08/16/2020,24639,20,,225
08/16/2020,24641,19,,393
08/16/2020,24646,0,,35
08/16/2020,24649,9,,111
08/16/2020,24651,21,,1044
08/16/2020,24656,10,,191
08/16/2020,24657,Suppressed*,,18
08/16/2020,Not Reported,1763,,7439
08/16/2020,Out-of-State,0,,43261
08/17/2020,24471,14,,176
08/17/2020,24323,Suppressed*,,60
08/17/2020,24646,0,,35
08/17/2020,24354,73,,1754
08/17/2020,23894,Suppressed*,,88
08/17/2020,22401,413,,4397
08/17/2020,22182,176,,3138
08/17/2020,24630,9,,492
08/17/2020,23140,50,,878
08/17/2020,23839,11,,141
08/17/2020,24477,70,,1185
08/17/2020,20176,1030,,9078
08/17/2020,20137,23,,226
08/17/2020,24649,9,,114
08/17/2020,22947,25,,719
08/17/2020,23851,219,,3856
08/17/2020,22601,425,,16850
08/17/2020,22509,Suppressed*,,11
08/17/2020,22015,502,,5406
08/17/2020,23690,27,,424
08/17/2020,24348,25,,1452
08/17/2020,22637,12,,164
08/17/2020,20139,Suppressed*,,25
08/17/2020,24176,7,,79
08/17/2020,23314,71,,1173
08/17/2020,24421,9,,351
08/17/2020,20198,9,,215
08/17/2020,22976,Suppressed*,,36
08/17/2020,22435,22,,398
08/17/2020,24605,28,,1374
08/17/2020,24340,36,,357
08/17/2020,23221,88,,2798
08/17/2020,23336,14,,386
08/17/2020,22044,299,,2126
08/17/2020,24065,13,,282
08/17/2020,22851,95,,563
08/17/2020,22181,96,,1763
08/17/2020,24014,132,,1476
08/17/2020,23237,526,,4384
08/17/2020,24266,84,,782
08/17/2020,24531,155,,2124
08/17/2020,23942,22,,185
08/17/2020,23883,16,,311
08/17/2020,23231,380,,6240
08/17/2020,24078,119,,873
08/17/2020,23460,22,,140
08/17/2020,24102,5,,77
08/17/2020,22611,40,,949
08/17/2020,23967,Suppressed*,,128
08/17/2020,23923,13,,302
08/17/2020,24378,Suppressed*,,77
08/17/2020,24416,68,,616
08/17/2020,24375,7,,97
08/17/2020,24651,21,,1050
08/17/2020,22576,11,,217
08/17/2020,22066,113,,2037
08/17/2020,23486,Suppressed*,,23
08/17/2020,23701,504,,4700
08/17/2020,24011,Suppressed*,,33345
08/17/2020,23806,Suppressed*,,175
08/17/2020,23551,5,,30
08/17/2020,23875,100,,1622
08/17/2020,23821,14,,363
08/17/2020,23846,Suppressed*,,117
08/17/2020,23156,13,,190
08/17/2020,20169,161,,2752
08/17/2020,24541,243,,3556
08/17/2020,23898,28,,314
08/17/2020,23876,Suppressed*,,40
08/17/2020,22640,Suppressed*,,31
08/17/2020,23669,384,,5697
08/17/2020,22035,Suppressed*,,47
08/17/2020,24301,39,,1725
08/17/2020,23917,18,,488
08/17/2020,23503,397,,4379
08/17/2020,22939,19,,1114
08/17/2020,24216,35,,251
08/17/2020,24538,34,,595
08/17/2020,24473,0,,64
08/17/2020,20166,266,,2094
08/17/2020,22041,877,,5082
08/17/2020,24631,9,,997
08/17/2020,22193,2053,,13542
08/17/2020,20135,16,,356
08/17/2020,22201,293,,5246
08/17/2020,23434,895,,10508
08/17/2020,20144,Suppressed*,,85
08/17/2020,23303,25,,216
08/17/2020,24350,5,,105
08/17/2020,23395,21,,151
08/17/2020,24598,9,,193
08/17/2020,20120,461,,4891
08/17/2020,22812,81,,1548
08/17/2020,20180,47,,997
08/17/2020,24079,Suppressed*,,89
08/17/2020,22134,54,,374
08/17/2020,23059,205,,4243
08/17/2020,24374,Suppressed*,,82
08/17/2020,23461,11,,206
08/17/2020,24581,0,,Suppressed*
08/17/2020,24016,73,,1293
08/17/2020,22508,94,,1810
08/17/2020,23139,135,,2817
08/17/2020,23837,92,,719
08/17/2020,22802,608,,4330
08/17/2020,24445,Suppressed*,,225
08/17/2020,23021,0,,17
08/17/2020,24503,135,,3425
08/17/2020,22952,9,,250
08/17/2020,22042,958,,5953
08/17/2020,22973,42,,1154
08/17/2020,24258,13,,102
08/17/2020,24382,72,,1806
08/17/2020,22656,32,,435
08/17/2020,22211,Suppressed*,,34
08/17/2020,20191,377,,3912
08/17/2020,24211,50,,1676
08/17/2020,23930,48,,922
08/17/2020,20110,1840,,9742
08/17/2020,22438,10,,94
08/17/2020,22844,140,,787
08/17/2020,23602,422,,5842
08/17/2020,24589,5,,257
08/17/2020,24603,13,,77
08/17/2020,22719,0,,25
08/17/2020,23102,17,,397
08/17/2020,22315,208,,3326
08/17/2020,23228,555,,7245
08/17/2020,24517,39,,1068
08/17/2020,22749,0,,28
08/17/2020,22902,340,,4648
08/17/2020,24248,32,,258
08/17/2020,22650,5,,54
08/17/2020,23888,65,,388
08/17/2020,24151,80,,1550
08/17/2020,20117,16,,288
08/17/2020,20170,1243,,6943
08/17/2020,22967,9,,258
08/17/2020,23976,Suppressed*,,47
08/17/2020,23229,403,,6086
08/17/2020,23603,37,,395
08/17/2020,23513,568,,5174
08/17/2020,24558,36,,777
08/17/2020,23032,Suppressed*,,52
08/17/2020,22204,1304,,9526
08/17/2020,22191,2272,,15266
08/17/2020,24139,11,,99
08/17/2020,23845,Suppressed*,,65
08/17/2020,23056,Suppressed*,,25
08/17/2020,23150,147,,1868
08/17/2020,22949,Suppressed*,,214
08/17/2020,24013,51,,597
08/17/2020,20121,320,,3184
08/17/2020,24459,6,,65
08/17/2020,23462,987,,11544
08/17/2020,20190,255,,3506
08/17/2020,24601,0,,9
08/17/2020,20106,58,,464
08/17/2020,24595,0,,27
08/17/2020,23422,9,,70
08/17/2020,22824,103,,525
08/17/2020,23966,20,,370
08/17/2020,22932,34,,1269
08/17/2020,22202,268,,3928
08/17/2020,23188,393,,7001
08/17/2020,23702,220,,1799
08/17/2020,23130,Suppressed*,,18
08/17/2020,23350,80,,574
08/17/2020,24553,19,,258
08/17/2020,22958,13,,224
08/17/2020,24562,Suppressed*,,65
08/17/2020,23175,8,,268
08/17/2020,23120,98,,1595
08/17/2020,23129,Suppressed*,,54
08/17/2020,24347,6,,138
08/17/2020,24271,Suppressed*,,175
08/17/2020,22203,401,,3913
08/17/2020,24322,0,,20
08/17/2020,23831,374,,5378
08/17/2020,24504,66,,1416
08/17/2020,22663,15,,121
08/17/2020,23063,71,,896
08/17/2020,23236,303,,4405
08/17/2020,23108,0,,15
08/17/2020,23117,48,,1276
08/17/2020,23161,0,,14
08/17/2020,23947,17,,586
08/17/2020,22443,57,,1075
08/17/2020,22529,Suppressed*,,34
08/17/2020,22642,28,,334
08/17/2020,20164,1518,,7863
08/17/2020,24292,Suppressed*,,49
08/17/2020,24485,Suppressed*,,44
08/17/2020,22720,7,,94
08/17/2020,22301,110,,2062
08/17/2020,23420,97,,487
08/17/2020,24171,125,,765
08/17/2020,24381,41,,338
08/17/2020,24450,61,,1825
08/17/2020,23426,6,,21
08/17/2020,23962,Suppressed*,,104
08/17/2020,22937,9,,185
08/17/2020,23023,Suppressed*,,41
08/17/2020,22302,319,,3987
08/17/2020,24269,Suppressed*,,15
08/17/2020,23487,128,,1097
08/17/2020,24077,Suppressed*,,73
08/17/2020,23829,91,,930
08/17/2020,23320,916,,15915
08/17/2020,23661,154,,2236
08/17/2020,20119,35,,449
08/17/2020,23857,9,,100
08/17/2020,24133,23,,216
08/17/2020,23454,694,,10571
08/17/2020,Out-of-State,0,,43792
08/17/2020,23064,Suppressed*,,12
08/17/2020,23230,115,,3841
08/17/2020,24527,30,,379
08/17/2020,23952,Suppressed*,,44
08/17/2020,23836,148,,1849
08/17/2020,23833,12,,267
08/17/2020,24580,7,,66
08/17/2020,22644,57,,186
08/17/2020,22938,Suppressed*,,157
08/17/2020,24018,168,,2826
08/17/2020,23071,11,,216
08/17/2020,24588,46,,1277
08/17/2020,20118,6,,220
08/17/2020,23112,358,,7678
08/17/2020,24604,Suppressed*,,5
08/17/2020,24095,17,,217
08/17/2020,23091,0,,38
08/17/2020,24280,Suppressed*,,45
08/17/2020,23919,8,,436
08/17/2020,24272,0,,32
08/17/2020,22740,9,,132
08/17/2020,23453,399,,5195
08/17/2020,23123,18,,337
08/17/2020,22713,8,,124
08/17/2020,23401,6,,60
08/17/2020,24184,17,,196
08/17/2020,24070,6,,129
08/17/2020,22715,Suppressed*,,125
08/17/2020,24149,12,,268
08/17/2020,24083,65,,648
08/17/2020,23306,28,,237
08/17/2020,22448,7,,105
08/17/2020,22610,13,,132
08/17/2020,24256,Suppressed*,,169
08/17/2020,24089,22,,236
08/17/2020,24251,73,,780
08/17/2020,23030,42,,776
08/17/2020,24602,Suppressed*,,44
08/17/2020,23488,8,,54
08/17/2020,22840,34,,617
08/17/2020,23069,17,,434
08/17/2020,23899,Suppressed*,,40
08/17/2020,23959,Suppressed*,,126
08/17/2020,22655,149,,1654
08/17/2020,23045,Suppressed*,,7
08/17/2020,24246,Suppressed*,,23
08/17/2020,23125,Suppressed*,,13
08/17/2020,22192,1028,,9960
08/17/2020,23089,21,,686
08/17/2020,22959,9,,279
08/17/2020,22206,257,,3209
08/17/2020,22405,248,,3900
08/17/2020,23455,425,,7427
08/17/2020,23651,Suppressed*,,61
08/17/2020,22511,11,,218
08/17/2020,22436,Suppressed*,,104
08/17/2020,24412,0,,11
08/17/2020,23890,139,,658
08/17/2020,23093,82,,2013
08/17/2020,23220,272,,6446
08/17/2020,22025,179,,2452
08/17/2020,24282,Suppressed*,,65
08/17/2020,24066,18,,249
08/17/2020,23924,107,,1257
08/17/2020,24435,6,,149
08/17/2020,22514,20,,301
08/17/2020,23459,34,,304
08/17/2020,22408,376,,3840
08/17/2020,24088,11,,166
08/17/2020,23307,20,,115
08/17/2020,22454,11,,223
08/17/2020,22026,362,,3137
08/17/2020,24179,114,,1391
08/17/2020,23043,5,,193
08/17/2020,24219,48,,1399
08/17/2020,24120,11,,107
08/17/2020,24093,0,,16
08/17/2020,23954,Suppressed*,,309
08/17/2020,22032,201,,3435
08/17/2020,23885,16,,322
08/17/2020,20136,310,,3197
08/17/2020,23038,16,,223
08/17/2020,22843,8,,239
08/17/2020,23075,188,,1816
08/17/2020,24147,Suppressed*,,71
08/17/2020,22476,Suppressed*,,41
08/17/2020,24380,5,,175
08/17/2020,24245,0,,72
08/17/2020,23901,376,,2558
08/17/2020,23708,33,,843
08/17/2020,23068,0,,29
08/17/2020,20187,139,,1850
08/17/2020,24162,9,,181
08/17/2020,23872,15,,284
08/17/2020,23226,299,,4707
08/17/2020,23062,11,,307
08/17/2020,22846,20,,272
08/17/2020,23025,0,,43
08/17/2020,23065,5,,212
08/17/2020,20186,145,,2419
08/17/2020,23337,0,,43
08/17/2020,24530,11,,128
08/17/2020,22733,21,,153
08/17/2020,23850,5,,145
08/17/2020,23662,48,,1315
08/17/2020,23828,9,,61
08/17/2020,24483,Suppressed*,,42
08/17/2020,22729,Suppressed*,,908
08/17/2020,24413,0,,18
08/17/2020,22831,8,,107
08/17/2020,23009,46,,884
08/17/2020,22102,172,,3088
08/17/2020,23604,43,,159
08/17/2020,24433,0,,5
08/17/2020,23887,5,,61
08/17/2020,23313,Suppressed*,,16
08/17/2020,23509,270,,3361
08/17/2020,23250,0,,6
08/17/2020,24244,13,,553
08/17/2020,24069,16,,200
08/17/2020,24090,27,,340
08/17/2020,23148,Suppressed*,,223
08/17/2020,23187,Suppressed*,,56
08/17/2020,23027,17,,171
08/17/2020,23106,Suppressed*,,125
08/17/2020,22722,0,,15
08/17/2020,23432,28,,207
08/17/2020,24377,Suppressed*,,16
08/17/2020,24174,6,,233
08/17/2020,23937,15,,296
08/17/2020,24432,Suppressed*,,29
08/17/2020,24260,21,,321
08/17/2020,24551,166,,3206
08/17/2020,22305,690,,3668
08/17/2020,23856,11,,153
08/17/2020,22709,10,,261
08/17/2020,23238,367,,5351
08/17/2020,23409,Suppressed*,,16
08/17/2020,24607,0,,8
08/17/2020,22308,98,,1500
08/17/2020,23115,15,,60
08/17/2020,24073,126,,5198
08/17/2020,23801,126,,572
08/17/2020,22664,217,,1630
08/17/2020,24363,10,,84
08/17/2020,24411,0,,5
08/17/2020,23664,62,,1141
08/17/2020,23889,10,,112
08/17/2020,23169,Suppressed*,,145
08/17/2020,22936,32,,817
08/17/2020,23415,45,,385
08/17/2020,23004,13,,157
08/17/2020,23128,Suppressed*,,125
08/17/2020,24352,6,,150
08/17/2020,22811,Suppressed*,,58
08/17/2020,23416,12,,127
08/17/2020,22101,189,,4370
08/17/2020,23114,134,,2715
08/17/2020,23607,272,,3162
08/17/2020,24422,21,,902
08/17/2020,24228,23,,675
08/17/2020,23844,6,,102
08/17/2020,22180,269,,3276
08/17/2020,23451,577,,7639
08/17/2020,24128,8,,127
08/17/2020,22307,104,,1617
08/17/2020,24058,0,,26
08/17/2020,22538,Suppressed*,,30
08/17/2020,24168,9,,85
08/17/2020,23315,12,,206
08/17/2020,22560,74,,1609
08/17/2020,22821,51,,633
08/17/2020,24202,56,,951
08/17/2020,20165,456,,6164
08/17/2020,22003,1497,,9609
08/17/2020,24134,10,,674
08/17/2020,24265,5,,50
08/17/2020,24121,29,,825
08/17/2020,20148,355,,5797
08/17/2020,23163,Suppressed*,,23
08/17/2020,22980,207,,4185
08/17/2020,23124,24,,605
08/17/2020,22841,26,,357
08/17/2020,24528,11,,376
08/17/2020,22205,185,,2884
08/17/2020,23963,0,,42
08/17/2020,24609,16,,394
08/17/2020,24237,Suppressed*,,42
08/17/2020,22553,125,,1882
08/17/2020,23505,367,,5188
08/17/2020,22801,806,,5733
08/17/2020,22960,73,,2066
08/17/2020,23079,Suppressed*,,45
08/17/2020,24474,Suppressed*,,49
08/17/2020,22830,20,,210
08/17/2020,23418,70,,304
08/17/2020,22850,10,,110
08/17/2020,22407,930,,8993
08/17/2020,24484,0,,54
08/17/2020,24442,0,,9
08/17/2020,22845,0,,12
08/17/2020,22730,Suppressed*,,16
08/17/2020,23235,404,,5896
08/17/2020,24279,20,,260
08/17/2020,22989,0,,19
08/17/2020,23126,6,,63
08/17/2020,24087,21,,306
08/17/2020,23414,37,,113
08/17/2020,23173,5,,795
08/17/2020,23920,16,,538
08/17/2020,23893,Suppressed*,,69
08/17/2020,22030,583,,7596
08/17/2020,23860,439,,6086
08/17/2020,22743,Suppressed*,,9
08/17/2020,23294,240,,2775
08/17/2020,23964,Suppressed*,,151
08/17/2020,24082,Suppressed*,,34
08/17/2020,23696,12,,339
08/17/2020,23138,0,,81
08/17/2020,23834,281,,4290
08/17/2020,23433,Suppressed*,,149
08/17/2020,23704,496,,4172
08/17/2020,22185,0,,Suppressed*
08/17/2020,24540,334,,4251
08/17/2020,23301,102,,391
08/17/2020,24431,20,,315
08/17/2020,23408,Suppressed*,,17
08/17/2020,22923,46,,749
08/17/2020,23005,105,,2494
08/17/2020,22551,155,,2287
08/17/2020,22406,217,,3586
08/17/2020,23066,Suppressed*,,94
08/17/2020,24281,29,,244
08/17/2020,24072,5,,72
08/17/2020,23421,196,,1263
08/17/2020,24351,Suppressed*,,51
08/17/2020,24486,37,,412
08/17/2020,24620,6,,102
08/17/2020,24465,5,,121
08/17/2020,24439,5,,104
08/17/2020,24076,Suppressed*,,77
08/17/2020,20129,11,,115
08/17/2020,23692,103,,2065
08/17/2020,24270,Suppressed*,,29
08/17/2020,22473,31,,828
08/17/2020,23310,43,,563
08/17/2020,23868,169,,2749
08/17/2020,22942,47,,1331
08/17/2020,23703,456,,5605
08/17/2020,24054,91,,690
08/17/2020,23225,741,,9410
08/17/2020,23040,53,,600
08/17/2020,22485,160,,2946
08/17/2020,23517,67,,937
08/17/2020,22214,0,,Suppressed*
08/17/2020,20197,16,,365
08/17/2020,23109,Suppressed*,,237
08/17/2020,24574,18,,413
08/17/2020,24104,25,,395
08/17/2020,24019,194,,2596
08/17/2020,24634,Suppressed*,,35
08/17/2020,22735,9,,229
08/17/2020,24657,Suppressed*,,18
08/17/2020,24578,7,,55
08/17/2020,23605,182,,1915
08/17/2020,23666,592,,7387
08/17/2020,22734,39,,414
08/17/2020,22901,402,,7265
08/17/2020,22046,248,,2869
08/17/2020,24210,86,,1601
08/17/2020,23092,6,,161
08/17/2020,24526,9,,197
08/17/2020,24221,Suppressed*,,33
08/17/2020,23405,11,,148
08/17/2020,24536,0,,25
08/17/2020,24563,29,,780
08/17/2020,24592,63,,1830
08/17/2020,23103,38,,823
08/17/2020,22639,Suppressed*,,48
08/17/2020,23407,66,,204
08/17/2020,22554,686,,7335
08/17/2020,23110,Suppressed*,,70
08/17/2020,23356,7,,205
08/17/2020,24330,66,,432
08/17/2020,23944,22,,800
08/17/2020,24136,Suppressed*,,235
08/17/2020,24130,0,,Suppressed*
08/17/2020,24225,Suppressed*,,90
08/17/2020,23223,682,,11223
08/17/2020,23357,45,,148
08/17/2020,22737,22,,285
08/17/2020,23866,45,,397
08/17/2020,23843,Suppressed*,,88
08/17/2020,24529,8,,173
08/17/2020,24138,Suppressed*,,110
08/17/2020,22701,874,,5552
08/17/2020,23347,24,,153
08/17/2020,24554,30,,505
08/17/2020,23398,5,,33
08/17/2020,22625,14,,316
08/17/2020,24430,16,,242
08/17/2020,23024,51,,1032
08/17/2020,24283,11,,157
08/17/2020,24316,0,,Suppressed*
08/17/2020,22310,369,,3596
08/17/2020,22567,8,,384
08/17/2020,23805,289,,5205
08/17/2020,24401,182,,5338
08/17/2020,23608,480,,5579
08/17/2020,24555,12,,148
08/17/2020,24092,6,,130
08/17/2020,22641,0,,20
08/17/2020,23440,0,,22
08/17/2020,23050,5,,91
08/17/2020,23322,562,,8594
08/17/2020,24333,481,,2521
08/17/2020,24017,197,,3342
08/17/2020,24599,Suppressed*,,88
08/17/2020,20194,52,,1413
08/17/2020,24594,Suppressed*,,156
08/17/2020,23878,13,,176
08/17/2020,22643,0,,25
08/17/2020,24273,51,,921
08/17/2020,22645,35,,331
08/17/2020,23480,Suppressed*,,64
08/17/2020,23325,223,,2525
08/17/2020,22623,Suppressed*,,29
08/17/2020,23321,474,,5280
08/17/2020,23943,0,,9
08/17/2020,22546,122,,1939
08/17/2020,24085,15,,165
08/17/2020,20112,330,,3722
08/17/2020,22060,45,,708
08/17/2020,24606,Suppressed*,,24
08/17/2020,23665,30,,243
08/17/2020,22620,16,,244
08/17/2020,22741,Suppressed*,,23
08/17/2020,23324,519,,3467
08/17/2020,23968,Suppressed*,,119
08/17/2020,22125,6,,123
08/17/2020,24360,21,,567
08/17/2020,22974,40,,664
08/17/2020,24572,115,,2170
08/17/2020,22432,5,,108
08/17/2020,22940,7,,169
08/17/2020,23891,68,,1712
08/17/2020,23304,Suppressed*,,21
08/17/2020,24064,19,,303
08/17/2020,24501,191,,4304
08/17/2020,24641,19,,395
08/17/2020,24415,0,,Suppressed*
08/17/2020,22031,529,,5525
08/17/2020,23938,Suppressed*,,83
08/17/2020,22427,32,,973
08/17/2020,24556,13,,443
08/17/2020,24086,0,,8
08/17/2020,22311,589,,4063
08/17/2020,23934,6,,94
08/17/2020,22314,300,,4978
08/17/2020,22738,9,,122
08/17/2020,24523,101,,3799
08/17/2020,22964,Suppressed*,,31
08/17/2020,24637,18,,230
08/17/2020,23176,0,,95
08/17/2020,24015,119,,1400
08/17/2020,23884,Suppressed*,,47
08/17/2020,24557,83,,1027
08/17/2020,23841,37,,577
08/17/2020,23180,0,,49
08/17/2020,22646,0,,40
08/17/2020,22946,Suppressed*,,42
08/17/2020,20124,98,,1768
08/17/2020,22482,13,,627
08/17/2020,22556,333,,3346
08/17/2020,23002,66,,1636
08/17/2020,22503,17,,641
08/17/2020,23389,Suppressed*,,16
08/17/2020,23084,11,,257
08/17/2020,23323,602,,5471
08/17/2020,24150,Suppressed*,,37
08/17/2020,23181,23,,816
08/17/2020,22033,393,,4833
08/17/2020,23874,16,,204
08/17/2020,22043,315,,2808
08/17/2020,24277,33,,1051
08/17/2020,22079,481,,4249
08/17/2020,20115,53,,685
08/17/2020,22920,17,,472
08/17/2020,24263,26,,880
08/17/2020,22209,120,,2117
08/17/2020,22603,181,,2311
08/17/2020,24315,18,,1077
08/17/2020,23113,216,,4182
08/17/2020,24217,Suppressed*,,24
08/17/2020,22835,180,,1196
08/17/2020,22630,322,,3595
08/17/2020,23915,127,,677
08/17/2020,23035,Suppressed*,,140
08/17/2020,23803,488,,6183
08/17/2020,22827,118,,1393
08/17/2020,24325,5,,59
08/17/2020,22627,5,,73
08/17/2020,23438,18,,280
08/17/2020,20105,180,,3273
08/17/2020,Not Reported,1781,,7471
08/17/2020,22151,328,,2540
08/17/2020,23847,627,,2522
08/17/2020,24318,Suppressed*,,66
08/17/2020,23936,531,,2549
08/17/2020,24458,Suppressed*,,41
08/17/2020,22213,24,,428
08/17/2020,22935,5,,143
08/17/2020,23960,34,,311
08/17/2020,24312,11,,187
08/17/2020,24059,0,,50
08/17/2020,24534,13,,189
08/17/2020,24370,38,,457
08/17/2020,23504,555,,4692
08/17/2020,23358,0,,15
08/17/2020,23011,14,,1152
08/17/2020,24361,23,,322
08/17/2020,22728,26,,310
08/17/2020,23168,47,,1155
08/17/2020,22742,21,,218
08/17/2020,23039,8,,134
08/17/2020,24613,Suppressed*,,102
08/17/2020,24368,18,,563
08/17/2020,22948,Suppressed*,,23
08/17/2020,20155,379,,4822
08/17/2020,23867,87,,398
08/17/2020,23824,44,,1343
08/17/2020,24220,5,,38
08/17/2020,24124,Suppressed*,,325
08/17/2020,23141,51,,945
08/17/2020,24539,0,,23
08/17/2020,23427,Suppressed*,,32
08/17/2020,24084,36,,1194
08/17/2020,23302,Suppressed*,,25
08/17/2020,22504,0,,40
08/17/2020,22810,Suppressed*,,102
08/17/2020,22736,5,,53
08/17/2020,24324,6,,187
08/17/2020,24201,97,,1726
08/17/2020,22153,271,,3670
08/17/2020,23072,53,,1447
08/17/2020,24230,46,,592
08/17/2020,23464,814,,11890
08/17/2020,23511,68,,1033
08/17/2020,24020,0,,Suppressed*
08/17/2020,22602,238,,2809
08/17/2020,23060,310,,5455
08/17/2020,20132,104,,2283
08/17/2020,23410,76,,1417
08/17/2020,24326,9,,101
08/17/2020,23709,Suppressed*,,175
08/17/2020,23015,22,,483
08/17/2020,22718,8,,73
08/17/2020,23111,230,,5341
08/17/2020,22714,18,,110
08/17/2020,22303,265,,2169
08/17/2020,22657,85,,959
08/17/2020,23076,Suppressed*,,62
08/17/2020,23354,15,,76
08/17/2020,24566,17,,151
08/17/2020,22711,0,,11
08/17/2020,23879,11,,81
08/17/2020,23842,44,,842
08/17/2020,23830,12,,229
08/17/2020,22847,9,,100
08/17/2020,24317,38,,439
08/17/2020,22849,73,,607
08/17/2020,20147,668,,9526
08/17/2020,22853,86,,633
08/17/2020,23222,255,,4788
08/17/2020,22624,13,,193
08/17/2020,22654,Suppressed*,,55
08/17/2020,24131,0,,9
08/17/2020,22480,Suppressed*,,407
08/17/2020,20181,65,,1116
08/17/2020,23707,266,,2601
08/17/2020,23430,185,,2717
08/17/2020,23224,1245,,9990
08/17/2020,22520,57,,982
08/17/2020,24148,68,,692
08/17/2020,24467,13,,200
08/17/2020,22172,218,,1626
08/17/2020,24132,0,,22
08/17/2020,23192,27,,799
08/17/2020,24226,9,,119
08/17/2020,23927,81,,718
08/17/2020,22727,36,,739
08/17/2020,24597,Suppressed*,,136
08/17/2020,22548,0,,11
08/17/2020,24441,68,,827
08/17/2020,22969,Suppressed*,,192
08/17/2020,23606,304,,3609
08/17/2020,24550,61,,992
08/17/2020,22027,70,,352
08/17/2020,23160,16,,148
08/17/2020,23219,43,,1451
08/17/2020,24476,Suppressed*,,39
08/17/2020,24593,15,,254
08/17/2020,20184,Suppressed*,,115
08/17/2020,24161,Suppressed*,,42
08/17/2020,24635,0,,60
08/17/2020,24586,35,,580
08/17/2020,23518,337,,4614
08/17/2020,22660,17,,122
08/17/2020,23061,107,,2785
08/17/2020,24565,8,,142
08/17/2020,24067,Suppressed*,,97
08/17/2020,20130,0,,43
08/17/2020,23308,57,,329
08/17/2020,24460,0,,101
08/17/2020,22652,10,,105
08/17/2020,23149,12,,585
08/17/2020,20143,6,,132
08/17/2020,24137,22,,157
08/17/2020,22207,373,,5993
08/17/2020,22922,13,,288
08/17/2020,24579,12,,75
08/17/2020,24293,59,,1108
08/17/2020,22304,949,,8069
08/17/2020,23055,42,,193
08/17/2020,23413,84,,426
08/17/2020,22306,1111,,5849
08/17/2020,23691,0,,46
08/17/2020,24105,Suppressed*,,25
08/17/2020,22530,0,,7
08/17/2020,23970,61,,1744
08/17/2020,24060,157,,4943
08/17/2020,24366,Suppressed*,,125
08/17/2020,24055,168,,1340
08/17/2020,24343,134,,958
08/17/2020,23921,26,,331
08/17/2020,22972,Suppressed*,,68
08/17/2020,23234,1520,,9028
08/17/2020,24448,Suppressed*,,53
08/17/2020,24656,10,,194
08/17/2020,22723,Suppressed*,,24
08/17/2020,23417,93,,625
08/17/2020,22732,Suppressed*,,32
08/17/2020,22834,7,,150
08/17/2020,24101,17,,297
08/17/2020,24622,7,,79
08/17/2020,24569,11,,114
08/17/2020,22460,9,,281
08/17/2020,22309,864,,5007
08/17/2020,24628,0,,23
08/17/2020,24313,8,,92
08/17/2020,23359,16,,87
08/17/2020,22943,Suppressed*,,74
08/17/2020,22903,402,,6960
08/17/2020,23457,20,,523
08/17/2020,23119,Suppressed*,,46
08/17/2020,23436,7,,135
08/17/2020,23838,103,,2024
08/17/2020,24426,44,,1432
08/17/2020,24502,356,,6167
08/17/2020,22815,116,,1158
08/17/2020,23452,709,,9641
08/17/2020,24175,45,,486
